ID;FR;EN;ZH
Alea1C4RJ2RAC;J'ai réalisé que j'ai perdu la dernière personne à qui je pouvais parler.;I truly understood I just had lost the last person I could talk to.;
Alea1C4RJ3RAC;Je n'étais qu'un enfant, pensant être un homme.;I was just a kid, certain to be a man.;
Alea1C4RJ4RAC;Vous... me pardonnez ? Vraiment ?;You... Forgive me? Really? ;
Alea1C4RJ5RAC;Comment pouvez-vous rester si calme ?! ;How can you remain so calm?!;
Alea1C4RJ6RAC;Je ne peux être que reconnaissant.;I can only be grateful. ;
Alea1C4RJ7RAC;Comment arrivez-vous à me pardonner ?!;How could you forgive me?!;
Alea1C5RJ1RAC;J'ai cru pouvoir le protéger...;I thought I could protect him...;
Alea1C5RJ2RAC;J'ai cru que je pouvais faire la différence pour lui !;I thought I could make a difference for him! ;
Alea1C5RJ3RAC;Il avait cette fougue et cette lueur dans les yeux !;He had this eagerness and spark in his eyes!;
Alea1C5RJ4RAC;Je sais bien que je suis le seul responsable de sa mort...;I am well aware I'm the only culprit for his death...;
Alea1C5RJ5RAC;C'est ce jour-là que j'ai que j'ai pleinement compris l'importance de notre place...;That day, I truly understood why casts matter.;
Alea1C5RJ6RAC;"Je n'ai eu cesse de pratiquer ce pourquoi je suis né; l'art de la guerre.";"Even since, I made sure to practice why I was born; the art of war. ";
CombatE1B2RJ1RAC;Même dans la mort tu sembles unique, mais qui es-tu réellement ?;Even in death you appear unique, who are you truly? ;
CombatE1B2RJ2RAC;Ainsi donc, tes pieds foulaient la même terre que moi ?;So your feet once stepped on the same ground as mine did?;
CombatE1B2RJ3RAC;Que t'est-il arrivé dans la mort pour que tu te transformes ?;What happened in your death for you to transform like that? ;
CombatE1B2RJ4RAC;Ton dieu te respecte si peu que même mort, tu dois te battre.;Your god respect you so little that even in death you must fight.;
CombatE1B2RJ5RAC;Peut-être nous sommes-nous déjà battus dans d'autres vies.;Maybe did we even cross swords in previous lives. ;
CombatE1B2RJ6RAC;C'est bien là, la différence entre toi et moi.;This is the difference between you and me.;
CombatE1B2RJ7RAC;Ton dieu semble bien démuni.;Heh, how destitute must your god be;
CombatE1B2RJ8RAC;Servir une cause injuste, quel gâchis.;Sworn to an unjust cause, what a waste.;
CombatE1B2RJ9RAC;N'es-tu jamais fatiguée ? N'as-tu pas mérité le repos face à ton dieu ?;Are you not tired? Haven't you deserved rest in front of your god? ;
CombatE1B2RJ10RAC;Ton dieu est si cruel. Même morte, il ne te laisse pas lâcher ton épée.;How cruel is your god. Even in death, he doesn't allow you to rest.;
CombatE1B2RJ11RAC;Le dieu que tu décris a l'air bien capricieux.;The lord you describe seems capricious.;
CombatE1B2RJ12RAC;J'ai connu quelqu'un qui aussi croyait être un guerrier.;I used to know someone who also believed he was a warrior.;
CombatE1C5RJ1RAC;"Je ne me rappelle pas de ""gens"" comme vous.";"I don't remember ""people"" like you.";
CombatE1C5RJ2RAC;Frappé ? Ah, ces choses arrivent.;Beaten? Heh, these things are meant to happen.;
CombatE1C5RJ3RAC;Eh bien oui je t'ai fait remettre à ta place. ;Well, yes, I had to remind you where you belong. ;
CombatE1C5RJ4RAC;Je suis simplement meilleur que vous.;Well, I am better than you.;
CombatE1C5RJ5RAC;Crois-tu vraiment que ma naissance a changé qui je suis ?;Do you really think my birthright change anything to who I am?;
CombatE1C5RJ6RAC;C'est dans les batailles, le sang et les larmes que je me suis forgé !;It's in the blood and tears of battle that I forged myself!;
CombatE1C6RJ1RAC;Juste assez impertinent pour oser remettre en cause tes méthodes arriérées. ;Just impertinent enough to dare question your dusty methods. ;
CombatE1C6RJ2RAC; Toi, tu te contentes d'insulter et de battre les autres.; You just insult and beat down others.;
CombatE1C6RJ3RAC;Pourtant ta famille n'a pas versé une larme quand tu es mort.;Yet your family didn't shed a tear when you died.;
CombatE1C6RJ4RAC;Tu n'obtiendras pas de moi une excuse pour t'en prendre à nous. ;You won't get an excuse to lash out on us again. ;
CombatE1C6RJ5RAC;Un enseignement ? Drôle de nom pour des coups et des insultes.;Lessons? What a weird way to designate insults and blows.;
CombatE1C6RJ6RAC;Tes agissements méprisables sont ce qu'il est arrivé de pire à notre famille.;Your despicable actions are the worse that happened to our family. ;
CombatE1N3RJ1RAC;Ce n'est pas la première fois que je croise des zélés dans ton genre.;You're not the first zealous that I come across.;
CombatE1N3RJ2RAC;Tu es fou à obliger les autres à se fouetter jusqu'à leur propre disparition !;You are mad, to force others to get whipped until they disappear!;
CombatE1N3RJ3RAC;Le seul serpent que je vois ici, c'est toi. ;The only snake I see here is you.;
CombatE1N3RJ4RAC;Me faire fouetter comme un esclave ?;Getting whipped like a slave ?;
CombatE1N3RJ5RAC;Si vous n'êtes formés que de mendiants, vous ne devriez pas être un obstacle.;If your battalion is only formed of beggars, you should be no obstacle.;
CombatE1N3RJ6RAC;Amusant. Ton dieu n'a même pas été capable de vous fournir les moyens de vos ambitions. ;How amusing, that god isn't even able to give you the means to your ambitions. ;
CombatE1N4RJ1RAC; Si tu as du pouvoir, prouve le, mais je ne vois que toi et deux enfants.;If you are so powerful, prove it, but I only see you and two children. ;
CombatE1N4RJ2RAC;Garde tes flatteries. Tu n'es pas une image de pouvoir à laquelle j'aspire.;Keep your flattery. You aren't an image of power I aspire to resemble.;
CombatE1N4RJ3RAC;Tu prétends connaitre le pouvoir, mais je ne vois que de la corruption autour de toi.;You pretend you know power, but all I can see surrounding you is corruption. ;
CombatE1N4RJ5RAC;Hah. Je ne suis pas si facilement manipulable, tu peux garder tes flatteries.;Manipulation doesn't fall easily on me, you can keep your flattering.;
CombatE1N4RJ6RAC;Et être ton second ? Hah, je ne m'agenouille devant personne.;And merely be your runner-up? Hah, I yield to none.;
CombatE1N4RJ7RAC;J'ai des gens à retrouver, rien que tes propositions ne pourraient m'apporter.;I have people to find, nothing your empty proposition could ever bring me.;
CombatE1N5RJ1RAC;Va geindre plus loin, mendiant, tu gênes ceux qui veulent passer !;Go whimper somewhere else you beggar, you're a nuisance to bystanders.;
CombatE1N5RJ2RAC;Ha ! Un prophète, toi ? ;Hah! A prophet? You? ;
CombatE1N5RJ3RAC;Bah ! Je n'ose pas imaginer à quoi ressemble ton dieu.;Bah! I can't imagine what your god is like.;
CombatE1N5RJ4RAC;J'en ai croisé des illuminés ici et tu n'es définitivement pas le plus brillant d'entre eux.;I crossed ways with many illuminates here, and you very clearly aren't the brightest one. ;
CombatE1N5RJ5RAC;Mais quel genre de dérangé es-tu ?! ;What kind of madman are you?! ;
CombatE1N5RJ6RAC;Quelle horreur ! Ton dieu est fou ! ;What horrors! Your god must be mad !;
CombatE1C7RJ1RAC;Refuser le repas et le repos à un Seigneur ? Pour qui vous vous prenez ? ;You dare refuse food and shelter to a Lord? Who do you think you are?;
CombatE1C7RJ2RAC;Quoiqu'il arrive je retrouverai ma position.;I'll get back to my position no matter what.;
CombatE1C7RJ3RAC;Je sais ce que je vaux, et ce ne sont pas tes murmures de rats qui me dévieront de mon chemin.;I know my worth, and your rodent murmurs won't deviate my path.;
CombatE1C7RJ4RAC; Avez-vous vraiment tout ce temps à perdre ?;Do you really have time to lose?;
CombatE1C7RJ5RAC;Quel potentiel gâché ! Vous vous complaignez dans la décrépitude que vous dites haïr. ;What a wasted potential! You wallow in the decay you pretend to hate. ;
CombatE1C7RJ6RAC;Tant pis pour vous. Il y a une raison si vous n'avez pas réussi à vous élever plus loin que la misère.;What a shame. There's a reason you never managed to elevate further than misery.;
CombatE1C8RJ1RAC;Pourquoi vous occupez-vous tous de lui ? Vous feriez mieux d'abréger ses souffrances.;Why are you all taking care of him. You should end his suffering.;
CombatE1C8RJ2RAC; La communauté ralentit, surtout quand il s'agit de s'occuper des plus faibles.;Community slows us down, especially when it comes down to taking care of weaklings.;
CombatE1C8RJ3RAC;Quelle vision naive  ! Une chaine n'est aussi forte que son maillon le plus faible.;What a naive vision! A chain is only as strong as its weaker link. ;
CombatE1C8RJ4RAC;J'espère qu'il a les moyens de s'offrir votre aide. Vous n'avez aucune raison de l'aider. ;I sure hope he has the means to afford your help. You don't have a reason to help him. ;
CombatE1C8RJ5RAC;On ne peut pas faire confiance, on finit toujours par nous trahir et nous frapper dans le dos.;Trust is too expensive, when it means getting betrayed and backstabbed.;
CombatE1C8RJ6RAC;Votre confiance est naïve, même les bourses les plus fournies se font trahir. ;How naive is your trust, when even the most filled purses get betrayed. ;
CombatE1N6RJ1RAC;Je suppose que je peux passer quelques minutes à vous écouter. ;I suppose I can spend a few minutes listening. ;
CombatE1N6RJ2RAC; Je ne peux pas leur laisser voir que je suis blessé !;I can't let them see I'm wounded!;
CombatE1N6RJ3RAC;Une attaque ! Une embuscade ? Quelles méthodes de lâches !;An attack! An ambush? Cowards!;
CombatE1N6RJ4RAC;Ces enfants n'ont-ils pas mieux à faire ? ;Don't these children have better to do?;
CombatE1N6RJ5RAC;Une mission divine, chanter ?;Singing? A divine mission?;
CombatE1N6RJ6RAC;Pourtant vu leur obéissance et leur zèle, ils feraient de bons soldats.;And yet, seeing their obedience, they would make for good soldiers;
CombatE1B3RJ1RAC;Qu'est-ce qui t'effraie donc tant, gardienne ?;What frightens you, Guardian?;
CombatE1B3RJ2RAC;Tu me sous-estimes, gardienne ! ;You underestimate me, Guardian!;
CombatE1B3RJ3RAC;Et qui es-tu pour essayer de m'imposer tes choix ? ;And who do you think you are, trying to impose your choices on me?;
CombatE1B3RJ4RAC;Et pourtant gardienne, en nous retenant ici, tu nous fais plus de mal que de bien.;And yet, Guardian, by restraining us here, you do us more harm than good. ;
CombatE1B3RJ5RAC;Etrange femme que tu es, pourquoi pleures-tu ton ennemi ?;A strange woman you are. Why shed tears for your enemy?;
CombatE1B3RJ6RAC;La paix ?! Ici ?! ;Peace? Here?! ;
CombatE1B3RJ7RAC;Ton énergie serait mieux utilisée à aider les tiens en ces lieux. ;Your energy would be of better use helping your own kind in here.;
CombatE1B3RJ8RAC;Et pourquoi ne pas penser à toi, gardienne ? L'éternité à veiller ainsi dans la solitude est bien longue. ;And why don't you think about yourself, Guardian?;
CombatE1B3RJ9RAC;Pour finir vainqueur, il faut d'abord avoir fini jeté dans la boue et s'être relevé.;Every victor has been thrown in the mud and raised back again.;
CombatE1B3RJ10RAC;Elles ne sont sacrées que pour ceux qui croient en ton dieu.;They are only sacred for those who worship your god. ;
CombatE1B3RJ11RAC; Si un jour nos âmes se recroisent, je me ferais un honneur de te compter dans mes rangs. ;If, one day, our souls meet again, I'd be honoured to count you in my ranks.;
CombatE1B3RJ12RAC;La douceur est un boulet au pied de celui qui la traîne.;Softness is only an encumbrance. ;
CombatE1N7RJ1RAC;Je te remercie, mais je crains de ne pas pouvoir rester avec toi. ;I thank you for your kind offer, but I'm afraid I can't stay for long.;
CombatE1N7RJ2RAC;Je ne compte pas passer l'éternité ici. ;I don't intend on spending the whole of eternity here.;
CombatE1N7RJ3RAC;L'enfer ?! Là où vous envoyez les âmes que vous ne jugez pas dignes ?!;Hell ?! Where you send the souls you don't deem worthy ?!;
CombatE1N7RJ4RAC;Navré, tu as l'air sympathique mais je dois refuser.;I am sorry, you seem friendly, but I have to decline.;
CombatE1N7RJ5RAC;Pas très tolérants ?! Ils sont tous fous à lier, oui !;Not very welcoming?! They're all mad, is what they are!;
CombatE1N7RJ6RAC;Et tu veux m'amadouer en me faisant croire que tu es différent d'eux ?;And you think you're coaxing me by pretending you're any different? ;
CombatE1N8RJ1RAC;Apprendre ? Apprendre quoi au juste ? Je sais déjà tout ce dont j'ai besoin.;Learn? Learn what, exactly? I know everything I need.;
CombatE1N8RJ2RAC;Il suffit! Je ne suis pas un orphelin à dresser comme un chien trouvé au bord de la route.;Stop it! I am no orphan that you could tame like a dog you picked off the streets.;
CombatE1N8RJ3RAC;Garde ton éducation religieuse pour ceux dont c'est la vocation. Je me moque de ton apprentissage. ;Keep your religious schooling for more devoted souls. I couldn't care less about them.;
CombatE1N8RJ4RAC;J'ai autre chose à faire que de devenir ton disciple, vieille femme. ;I have better to do than to be your disciple, old woman.;
